0.70, 0.00,10,32000000,1000000,50,5.69e-02,1.55e-02,8.41e-01,2.45e-02,8.4
0.70, 0.00,11,32000000,1000000,50,3.80e-02,6.29e-03,7.07e-01,9.87e-03,6.9
0.70, 0.00,12,32000000,1000000,50,2.33e-02,2.15e-03,5.27e-01,3.28e-03,6.3
0.70, 0.00,13,32000000,1000000,50,1.27e-02,5.82e-04,3.36e-01,8.34e-04,5.9
0.70, 0.00,14,32000000,1000000,50,6.10e-03,1.48e-04,1.77e-01,2.08e-04,5.3
0.70, 0.00,15,32000000,1000000,50,2.48e-03,4.27e-05,7.62e-02,9.60e-05,4.5
0.70, 0.00,16,32000000,1000000,50,8.17e-04,2.71e-05,2.57e-02,6.70e-05,4.4
0.70, 0.00,17,32000000,1000000,50,2.10e-04,2.42e-05,6.60e-03,7.10e-05,4.3
0.70, 0.00,18,32000000,1000000,50,4.75e-05,2.29e-05,1.42e-03,6.20e-05,4.2
0.70, 0.00,19,32000000,1000000,50,1.55e-05,2.11e-05,4.10e-04,5.40e-05,4.5
0.70, 0.00,20,32000000,1000000,50,1.24e-05,1.86e-05,3.18e-04,4.50e-05,4.2
0.70, 0.00,21,32000000,1000000,50,1.22e-05,1.68e-05,3.13e-04,3.40e-05,4.2
0.70, 0.00,22,32000000,1000000,50,1.15e-05,1.28e-05,3.03e-04,3.30e-05,4.2
0.70, 0.00,23,32000000,1000000,50,1.18e-05,8.88e-06,3.10e-04,1.80e-05,4.3
0.70, 0.00,24,32000000,1000000,50,1.14e-05,7.28e-06,2.96e-04,7.00e-06,4.1
0.70, 0.00,25,32000000,1000000,50,1.18e-05,5.94e-06,3.17e-04,9.00e-06,4.4
0.70, 0.00,26,32000000,1000000,50,1.10e-05,3.63e-06,2.99e-04,6.00e-06,4.2
0.70, 0.00,27,32000000,1000000,50,1.04e-05,1.88e-07,2.92e-04,0.00e+00,4.4
0.70, 0.00,28,32000000,1000000,50,9.03e-06,0.00e+00,2.65e-04,0.00e+00,4.4
0.70, 0.00,29,32000000,1000000,50,8.50e-06,0.00e+00,2.63e-04,0.00e+00,4.1
0.70, 0.00,30,32000000,1000000,50,7.53e-06,0.00e+00,2.41e-04,0.00e+00,4.2
0.70, 0.00,31,32000000,1000000,50,5.94e-06,0.00e+00,1.90e-04,0.00e+00,4.1
0.70, 0.00,15,32000000,1000000,5,2.48e-03,4.32e-05,7.62e-02,9.80e-05,4.7
0.70, 0.00,15,32000000,1000000,5,2.48e-03,4.26e-05,7.63e-02,9.60e-05,4.1
0.70, 0.00,15,32000000,1000000,10,2.46e-03,4.38e-05,7.57e-02,7.50e-05,4.2
0.70, 0.00,15,32000000,1000000,15,2.48e-03,4.13e-05,7.62e-02,9.00e-05,4.3
0.70, 0.00,15,32000000,1000000,20,2.47e-03,4.33e-05,7.60e-02,1.14e-04,5.0
0.70, 0.00,15,32000000,1000000,25,2.48e-03,4.73e-05,7.63e-02,1.11e-04,4.9
0.70, 0.00,15,32000000,1000000,30,2.47e-03,4.52e-05,7.59e-02,8.20e-05,4.3
0.70, 0.00,15,32000000,1000000,35,2.47e-03,4.38e-05,7.60e-02,9.40e-05,4.3
0.70, 0.00,15,32000000,1000000,40,2.49e-03,4.50e-05,7.66e-02,9.60e-05,4.1
0.70, 0.00,15,32000000,1000000,45,2.47e-03,4.45e-05,7.61e-02,7.80e-05,4.2
0.70, 0.00,15,32000000,1000000,50,2.46e-03,4.69e-05,7.57e-02,1.17e-04,4.1
0.70, 0.00,15,32000000,1000000,55,2.47e-03,4.57e-05,7.60e-02,1.00e-04,4.2
0.70, 0.00,15,32000000,1000000,60,2.46e-03,4.17e-05,7.57e-02,8.50e-05,4.2
0.70, 0.00,15,32000000,1000000,65,2.48e-03,4.17e-05,7.61e-02,8.60e-05,4.6
0.70, 0.00,15,32000000,1000000,70,2.47e-03,4.08e-05,7.60e-02,8.90e-05,4.5
0.70, 0.00,15,32000000,1000000,75,2.47e-03,4.19e-05,7.59e-02,8.30e-05,4.6
0.70, 0.00,15,32000000,1000000,80,2.48e-03,4.22e-05,7.62e-02,9.80e-05,4.7
0.70, 0.00,15,32000000,1000000,85,2.48e-03,4.44e-05,7.62e-02,8.90e-05,4.3
0.70, 0.00,15,32000000,1000000,90,2.48e-03,4.07e-05,7.61e-02,8.90e-05,4.8
0.70, 0.00,15,32000000,1000000,95,2.47e-03,4.53e-05,7.60e-02,9.10e-05,5.0
0.70, 0.00,15,32000000,1000000,100,2.48e-03,4.51e-05,7.62e-02,8.10e-05,4.5
0.65, 0.00,15,32000000,1000000,50,2.47e-03,4.20e-05,7.60e-02,1.24e-04,4.1
0.70, 0.00,15,32000000,1000000,50,2.45e-03,4.42e-05,7.55e-02,9.40e-05,4.3
0.75, 0.00,15,32000000,1000000,50,2.47e-03,4.63e-05,7.59e-02,8.70e-05,4.2
0.80, 0.00,15,32000000,1000000,50,2.48e-03,4.83e-05,7.63e-02,5.30e-05,5.1
0.85, 0.00,15,32000000,1000000,50,2.47e-03,5.03e-05,7.61e-02,3.10e-05,5.1
0.90, 0.00,15,32000000,1000000,50,2.47e-03,5.30e-05,7.59e-02,2.60e-05,4.3
0.95, 0.00,15,32000000,1000000,50,2.47e-03,5.44e-05,7.59e-02,2.20e-05,4.1
1.00, 0.00,15,32000000,1000000,50,2.48e-03,4.97e-05,7.61e-02,2.90e-05,4.2
0.70, 0.00,10,320000000,10000000,50,5.69e-02,1.55e-02,8.41e-01,2.47e-02,9.7
0.70, 0.00,11,320000000,10000000,50,3.80e-02,6.34e-03,7.07e-01,9.92e-03,8.2
0.70, 0.00,12,320000000,10000000,50,2.33e-02,2.15e-03,5.27e-01,3.20e-03,7.5
0.70, 0.00,13,320000000,10000000,50,1.28e-02,5.93e-04,3.36e-01,8.50e-04,7.1
0.70, 0.00,14,320000000,10000000,50,6.11e-03,1.48e-04,1.78e-01,2.13e-04,6.3
0.70, 0.00,15,320000000,10000000,50,2.47e-03,4.42e-05,7.60e-02,9.04e-05,4.2
0.70, 0.00,16,320000000,10000000,50,8.12e-04,2.68e-05,2.56e-02,6.80e-05,4.6
0.70, 0.00,17,320000000,10000000,50,2.11e-04,2.34e-05,6.63e-03,6.61e-05,4.6
0.70, 0.00,18,320000000,10000000,50,4.59e-05,2.20e-05,1.38e-03,6.58e-05,5.1
0.70, 0.00,19,320000000,10000000,50,1.53e-05,1.12e-05,4.00e-04,6.04e-05,5.2
0.70, 0.00,20,320000000,10000000,50,1.31e-05,1.04e-05,3.29e-04,5.66e-05,4.1
0.70, 0.00,21,320000000,10000000,50,1.24e-05,1.09e-05,3.21e-04,4.69e-05,5.0
0.70, 0.00,22,320000000,10000000,50,1.26e-05,9.79e-06,3.27e-04,3.70e-05,4.2
0.70, 0.00,23,320000000,10000000,50,1.24e-05,9.68e-06,3.21e-04,1.27e-05,4.8
0.70, 0.00,24,320000000,10000000,50,1.14e-05,6.83e-06,3.02e-04,4.10e-06,4.9
0.70, 0.00,25,320000000,10000000,50,1.10e-05,5.61e-06,2.98e-04,4.70e-06,5.8
0.70, 0.00,26,320000000,10000000,50,1.09e-05,3.66e-06,3.02e-04,9.00e-06,5.7
0.70, 0.00,27,320000000,10000000,50,9.94e-06,3.34e-07,2.81e-04,2.10e-06,4.9
0.70, 0.00,28,320000000,10000000,50,9.37e-06,0.00e+00,2.75e-04,0.00e+00,4.7
0.70, 0.00,29,320000000,10000000,50,8.50e-06,0.00e+00,2.63e-04,0.00e+00,4.4
0.70, 0.00,30,320000000,10000000,50,7.53e-06,0.00e+00,2.41e-04,0.00e+00,4.5
0.70, 0.00,31,320000000,10000000,50,5.94e-06,0.00e+00,1.90e-04,0.00e+00,4.4